id,region,original_name,before,level,matched_on,suggested_name,confidence,rationale,final_name,decision
319,united_states,LONGINES KENTUCKY OAKS,LONGINES KENTUCKY OAKS,needs_translation,,肯塔基橡树,low,base 剥离有误：Longines 为冠名应剔除；Kentucky Oaks 从既有经典译法肯塔基橡树；低置信度复核：冠名/补充说明剥离及主体译名已修正；按HKJC既有译名统一。,肯塔基橡树大赛,已修正
320,united_states,SHEEPSHEAD BAY S.,SHEEPSHEAD BAY S.,history,Sheepshead Bay S,希普斯黑德湾锦标,high,历史赛事已上线译名（Sheepshead Bay S）；复核通过。,希普斯黑德湾锦标,通过
321,united_states,FASIG-TIPTON LA TROIENNE S.,FASIG-TIPTON LA TROIENNE S.,needs_translation,,拉·特罗伊恩锦标,low,base 剥离有误：Fasig-Tipton 为冠名应剔除；La Troienne 为名牝音译；低置信度复核：冠名/补充说明剥离及主体译名已修正；采用该历史牝马/赛事的稳定音译。,拉特罗耶纳锦标,已修正
322,united_states,MODESTY S. PRESENTED BY VERITAS PRIME,MODESTY S. PRESENTED BY VERITAS PRIME,history,Modesty S,谦逊锦标,high,历史赛事已上线译名（Modesty S）；复核通过。,谦逊锦标,通过
323,united_states,UNBRIDLED SIDNEY S. PRESENTED BY TWINSPIRES,UNBRIDLED SIDNEY S. PRESENTED BY TWINSPIRES,history,Unbridled Sidney S,无缰悉尼锦标,high,历史赛事已上线译名（Unbridled Sidney S）；复核通过。,无缰悉尼锦标,通过
324,united_states,ALYSHEBA S. PRESENTED BY U.S. ARMY,ALYSHEBA S. PRESENTED BY U.S. ARMY,history,Alysheba S,阿利希巴锦标,high,历史赛事已上线译名（Alysheba S）；复核通过。,阿利希巴锦标,通过
325,united_states,EDGEWOOD S. PRESENTED BY ACCENTURE,EDGEWOOD S. PRESENTED BY ACCENTURE,history,Edgewood S,埃奇伍德锦标,high,历史赛事已上线译名（Edgewood S）；复核通过。,埃奇伍德锦标,通过
326,united_states,EIGHT BELLES S. PRESENTED BY SYSCO,EIGHT BELLES S. PRESENTED BY SYSCO,history,Eight Belles S,八美铃锦标,high,历史赛事已上线译名（Eight Belles S）；复核通过。,八美铃锦标,通过
327,united_states,CHARLES WHITTINGHAM S. PRESENTED BY FANDUEL TV,CHARLES WHITTINGHAM S. PRESENTED BY FANDUEL TV,history,Charles Whittingham S,查尔斯·惠廷厄姆锦标,high,历史赛事已上线译名（Charles Whittingham S）；复核通过。,查尔斯·惠廷厄姆锦标,通过
328,united_states,KENTUCKY DERBY PRESENTED BY WOODFORD RESERVE,KENTUCKY DERBY PRESENTED BY WOODFORD RESERVE,term,Kentucky Derby,肯塔基打吡,high,术语库已有译名（Kentucky Derby）；复核后修正；按HKJC既有译名统一。,肯塔基打吡大赛,已修正
329,united_states,FORT MARCY S.,FORT MARCY S.,history,Fort Marcy S,马西堡锦标,high,历史赛事已上线译名（Fort Marcy S）；复核通过。,马西堡锦标,通过
330,united_states,LONGINES CHURCHILL DISTAFF TURF MILE S.,LONGINES CHURCHILL DISTAFF TURF MILE S.,needs_translation,,丘吉尔雌马草地一哩锦标,low,base 剥离有误：Longines 为冠名应剔除；Churchill→丘吉尔，Distaff→雌马，Turf Mile→草地一哩；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,邱吉尔园雌马草地一哩锦标,已修正
331,united_states,DERBY CITY DISTAFF S. PRESENTED BY FORD,DERBY CITY DISTAFF S. PRESENTED BY FORD,history,Derby City Distaff S,打吡城雌马锦标,high,历史赛事已上线译名（Derby City Distaff S）；复核通过。,打吡城雌马锦标,通过
332,united_states,OLD FORESTER BOURBON TURF CLASSIC S.,OLD FORESTER BOURBON TURF CLASSIC S.,needs_translation,,波本草地经典锦标,low,base 剥离有误：Old Forester 为冠名应剔除；Bourbon 疑与冠名关联但保留于赛名，译波本；Turf Classic→草地经典；低置信度复核：冠名/补充说明剥离及主体译名已修正；按HKJC既有译名统一。,草地经典锦标,已修正
333,united_states,CHURCHILL DOWNS S. PRESENTED BY FORD,CHURCHILL DOWNS S. PRESENTED BY FORD,history,Churchill Downs S,邱吉尔园锦标,high,历史赛事已上线译名（Churchill Downs S）；复核通过。,邱吉尔园锦标,通过
334,united_states,TWIN SPIRES TURF SPRINT S. PRESENTED BY ACCENTURE,TWIN SPIRES TURF SPRINT S. PRESENTED BY ACCENTURE,needs_translation,,双塔草地短途锦标,medium,剥离正确（Accenture 已剔除）；Twin Spires 为丘吉尔园标志建筑译双塔，Turf Sprint→草地短途；复核后修正；按WPStud既有译名统一。,双子塔草地短途锦标,已修正
335,united_states,PAT DAY MILE S. PRESENTED BY SAP,PAT DAY MILE S. PRESENTED BY SAP,history,Pat Day Mile S,帕特·戴一哩锦标,high,历史赛事已上线译名（Pat Day Mile S）；复核通过。,帕特·戴一哩锦标,通过
336,united_states,AMERICAN TURF S.,AMERICAN TURF S.,history,American Turf S,美国草地锦标,high,历史赛事已上线译名（American Turf S）；复核通过。,美国草地锦标,通过
337,united_states,BEAUGAY S.,BEAUGAY S.,history,Beaugay S,博盖锦标,high,历史赛事已上线译名（Beaugay S）；复核通过。,博盖锦标,通过
338,united_states,VAGRANCY S.,VAGRANCY S.,history,Vagrancy S,流浪者锦标,high,历史赛事已上线译名（Vagrancy S）；复核通过。,流浪者锦标,通过
339,united_states,WESTCHESTER S.,WESTCHESTER S.,history,Westchester S,威彻斯特锦标,high,历史赛事已上线译名（Westchester S）；复核通过。,威彻斯特锦标,通过
340,united_states,SENORITA S.,SENORITA S.,history,Senorita S,少女锦标,high,历史赛事已上线译名（Senorita S）；复核通过。,少女锦标,通过
341,united_states,RUFFIAN S.,RUFFIAN S.,history,Ruffian S,鲁菲安锦标,high,历史赛事已上线译名（Ruffian S）；复核通过。,鲁菲安锦标,通过
342,united_states,JOHN A. NERUD S.,JOHN A. NERUD S.,history,John A. Nerud S,约翰·A·内鲁德锦标,high,历史赛事已上线译名（John A. Nerud S）；复核通过。,约翰·A·内鲁德锦标,通过
344,united_states,GEORGE E. MITCHELL BLACK-EYED SUSAN S.,GEORGE E. MITCHELL BLACK-EYED SUSAN S.,history,George E. Mitchell Black-Eyed Susan S,黑眼苏珊锦标,high,历史赛事已上线译名（George E. Mitchell Black-Eyed Susan S）；复核通过。,黑眼苏珊锦标,通过
345,united_states,PIMLICO SPECIAL S.,PIMLICO SPECIAL S.,history,Pimlico Special S,宾利高特别锦标,high,历史赛事已上线译名（Pimlico Special S）；复核通过。,宾利高特别锦标,通过
346,united_states,MISS PREAKNESS S.,MISS PREAKNESS S.,history,Miss Preakness S,必利是小姐锦标,high,历史赛事已上线译名（Miss Preakness S）；复核通过。,必利是小姐锦标,通过
347,united_states,GALLORETTE S.,GALLORETTE S.,history,Gallorette S,加洛雷特锦标,high,历史赛事已上线译名（Gallorette S）；复核通过。,加洛雷特锦标,通过
348,united_states,PREAKNESS S.,PREAKNESS S.,history,Preakness S,必利是锦标,high,历史赛事已上线译名（Preakness S）；复核通过。,必利是锦标,通过
349,united_states,LOUISVILLE S.,LOUISVILLE S.,history,Louisville S,Louisville锦标,high,历史赛事已上线译名（Louisville S）；复核后修正；Louisville采用通行地名译法“路易维尔”。,路易维尔锦标,已修正
350,united_states,DINNER PARTY S.,DINNER PARTY S.,history,Dinner Party S,晚宴锦标,high,历史赛事已上线译名（Dinner Party S）；复核通过。,晚宴锦标,通过
351,united_states,MARYLAND SPRINT S.,MARYLAND SPRINT S.,history,Maryland Sprint S,马里兰短途锦标,high,历史赛事已上线译名（Maryland Sprint S）；复核通过。,马里兰短途锦标,通过
352,united_states,GAMELY S.,GAMELY S.,history,Gamely S,敢励锦标,high,历史赛事已上线译名（Gamely S）；复核通过。,敢励锦标,通过
353,united_states,HOLLYWOOD GOLD CUP S.,HOLLYWOOD GOLD CUP S.,history,Hollywood Gold Cup S,荷里活金杯,high,历史赛事已上线译名（Hollywood Gold Cup S）；复核通过。,荷里活金杯,通过
354,united_states,SHOEMAKER MILE S.,SHOEMAKER MILE S.,history,Shoemaker Mile S,舒密加一哩锦标,high,历史赛事已上线译名（Shoemaker Mile S）；复核通过。,舒密加一哩锦标,通过
355,united_states,WINNING COLORS S.,WINNING COLORS S.,history,Winning Colors S,胜利色彩锦标,high,历史赛事已上线译名（Winning Colors S）；复核通过。,胜利色彩锦标,通过
356,united_states,STEVE SEXTON MILE S.,STEVE SEXTON MILE S.,history,Steve Sexton Mile S,史蒂夫·塞克斯顿一哩锦标,high,历史赛事已上线译名（Steve Sexton Mile S）；复核通过。,史蒂夫·塞克斯顿一哩锦标,通过
357,united_states,PENN MILE S.,PENN MILE S.,history,Penn Mile S,宾州一哩锦标,high,历史赛事已上线译名（Penn Mile S）；复核通过。,宾州一哩锦标,通过
358,united_states,SANTA MARGARITA S.,SANTA MARGARITA S.,history,Santa Margarita S,圣玛格丽塔锦标,high,历史赛事已上线译名（Santa Margarita S）；复核通过。,圣玛格丽塔锦标,通过
359,united_states,SHAWNEE S.,SHAWNEE S.,history,Shawnee S,肖尼锦标,high,历史赛事已上线译名（Shawnee S）；复核通过。,肖尼锦标,通过
360,united_states,OLD FORESTER MINT JULEP S.,OLD FORESTER MINT JULEP S.,needs_translation,,薄荷茱莉普锦标,low,base 剥离有误：Old Forester 为冠名应剔除；Mint Julep 为饮品名通行音译薄荷茱莉普；低置信度复核：冠名/补充说明剥离及主体译名已修正；Mint Julep采用鸡尾酒通行译名“薄荷朱利普”。,薄荷朱利普锦标,已修正
361,united_states,BLAME S.,BLAME S.,history,Blame S,怪罪锦标,high,历史赛事已上线译名（Blame S）；复核通过。,怪罪锦标,通过
362,united_states,ARLINGTON S.,ARLINGTON S.,history,Arlington S,雅灵顿锦标,high,历史赛事已上线译名（Arlington S）；复核通过。,雅灵顿锦标,通过
363,united_states,ARISTIDES S.,ARISTIDES S.,history,Aristides S,阿里斯泰迪斯锦标,high,历史赛事已上线译名（Aristides S）；复核通过。,阿里斯泰迪斯锦标,通过
364,united_states,REGRET S.,REGRET S.,history,Regret S,遗憾锦标,high,历史赛事已上线译名（Regret S）；复核通过。,遗憾锦标,通过
365,united_states,TRIPLE BEND S.,TRIPLE BEND S.,history,Triple Bend S,三湾锦标,high,历史赛事已上线译名（Triple Bend S）；复核通过。,三湾锦标,通过
366,united_states,INTERCONTINENTAL S.,INTERCONTINENTAL S.,history,Intercontinental S,洲际锦标,high,历史赛事已上线译名（Intercontinental S）；复核通过。,洲际锦标,通过
367,united_states,BELMONT GOLD CUP S.,BELMONT GOLD CUP S.,history,Belmont Gold Cup S,贝蒙金杯,high,历史赛事已上线译名（Belmont Gold Cup S）；复核通过。,贝蒙金杯,通过
368,united_states,PENNINE RIDGE S.,PENNINE RIDGE S.,history,Pennine Ridge S,奔宁岭锦标,high,历史赛事已上线译名（Pennine Ridge S）；复核通过。,奔宁岭锦标,通过
369,united_states,OGDEN PHIPPS S. PRESENTED BY FORD,OGDEN PHIPPS S. PRESENTED BY FORD,history,Ogden Phipps S,奥格登·菲普斯锦标,high,历史赛事已上线译名（Ogden Phipps S）；复核通过。,奥格登·菲普斯锦标,通过
370,united_states,NEW YORK S.,NEW YORK S.,history,New York S,纽约锦标,high,历史赛事已上线译名（New York S）；复核通过。,纽约锦标,通过
371,united_states,BED O' ROSES S. PRESENTED BY BOLDYN NETWORKS,BED O' ROSES S. PRESENTED BY BOLDYN NETWORKS,history,Bed o' Roses S,玫瑰花坛锦标,high,历史赛事已上线译名（Bed o' Roses S）；复核通过。,玫瑰花坛锦标,通过
372,united_states,DRAFTKINGS ACORN S.,DRAFTKINGS ACORN S.,needs_translation,,橡子锦标,low,base 剥离有误：DraftKings 为冠名应剔除；Acorn 意译橡子；低置信度复核通过：冠名/补充说明已正确剥离。,橡子锦标,通过
373,united_states,WONDER AGAIN S. PRESENTED BY SHIFT4,WONDER AGAIN S. PRESENTED BY SHIFT4,history,Wonder Again S,再度惊奇锦标,high,历史赛事已上线译名（Wonder Again S）；复核通过。,再度惊奇锦标,通过
374,united_states,BELMONT S. PRESENTED BY NYRABETS,BELMONT S. PRESENTED BY NYRABETS,history,Belmont S,贝蒙锦标,high,历史赛事已上线译名（Belmont S）；复核通过。,贝蒙锦标,通过
375,united_states,JUST A GAME S. PRESENTED BY RESOLUTE RACING,JUST A GAME S. PRESENTED BY RESOLUTE RACING,history,Just a Game S,只是一场游戏锦标,high,历史赛事已上线译名（Just a Game S）；复核通过。,只是一场游戏锦标,通过
376,united_states,HILL 'N' DALE METROPOLITAN H.,HILL 'N' DALE METROPOLITAN H.,manual,,,low,原文含未括号让赛缩写（H'Cap / 尾部 H.），按让赛规则转人工：请定夺——保留「让赛」字（与去让赛 kept 先例一致，如两岁马让赛）或使用无让赛译名，手填 final_name；复核后修正；删除HILL 'N' DALE冠名；尾部H.为Handicap补充说明，按既定规则不写入中文名。,大都会锦标,人工裁决
377,united_states,RESORTS WORLD CASINO MANHATTAN S.,RESORTS WORLD CASINO MANHATTAN S.,needs_translation,,曼哈顿锦标,low,base 剥离有误：Resorts World Casino 为冠名应剔除；Manhattan 通行译名曼哈顿；低置信度复核通过：冠名/补充说明已正确剥离。,曼哈顿锦标,通过
378,united_states,TRUE NORTH S.,TRUE NORTH S.,history,True North S,真北锦标,high,历史赛事已上线译名（True North S）；复核通过。,真北锦标,通过
379,united_states,JAIPUR S.,JAIPUR S.,history,Jaipur S,捷布锦标,high,历史赛事已上线译名（Jaipur S）；复核通过。,捷布锦标,通过
380,united_states,WOODY STEPHENS S. PRESENTED BY MOHEGAN SUN,WOODY STEPHENS S. PRESENTED BY MOHEGAN SUN,history,Woody Stephens S,伍迪·史蒂文斯锦标,high,历史赛事已上线译名（Woody Stephens S）；复核通过。,伍迪·史蒂文斯锦标,通过
381,united_states,POKER S.,POKER S.,history,Poker S,扑克锦标,high,历史赛事已上线译名（Poker S）；复核通过。,扑克锦标,通过
382,united_states,SOARING SOFTLY S.,SOARING SOFTLY S.,history,Soaring Softly S,轻柔翱翔锦标,high,历史赛事已上线译名（Soaring Softly S）；复核通过。,轻柔翱翔锦标,通过
383,united_states,MATT WINN S.,MATT WINN S.,history,Matt Winn S,马特·温锦标,high,历史赛事已上线译名（Matt Winn S）；复核通过。,马特·温锦标,通过
384,united_states,DAYTONA S.,DAYTONA S.,history,Daytona S,代托纳锦标,high,历史赛事已上线译名（Daytona S）；复核通过。,代托纳锦标,通过
385,united_states,SUMMERTIME OAKS,SUMMERTIME OAKS,history,Summertime Oaks,盛夏橡树大赛,high,历史赛事已上线译名（Summertime Oaks）；复核通过。,盛夏橡树大赛,通过
386,united_states,EATONTOWN S.,EATONTOWN S.,history,Eatontown S,伊顿镇锦标,high,历史赛事已上线译名（Eatontown S）；复核通过。,伊顿镇锦标,通过
387,united_states,SALVATOR MILE S.,SALVATOR MILE S.,history,Salvator Mile S,萨尔瓦托一哩锦标,high,历史赛事已上线译名（Salvator Mile S）；复核通过。,萨尔瓦托一哩锦标,通过
388,united_states,DELAWARE OAKS,DELAWARE OAKS,history,Delaware Oaks,特拉华橡树大赛,high,历史赛事已上线译名（Delaware Oaks）；复核通过。,特拉华橡树大赛,通过
389,united_states,ROBERT G. DICK MEMORIAL S.,ROBERT G. DICK MEMORIAL S.,history,Robert G. Dick Memorial S,罗伯特·G·迪克纪念锦标,high,历史赛事已上线译名（Robert G. Dick Memorial S）；复核通过。,罗伯特·G·迪克纪念锦标,通过
390,united_states,SAN JUAN CAPISTRANO S.,SAN JUAN CAPISTRANO S.,history,San Juan Capistrano S,圣胡安卡皮斯特拉诺锦标,high,历史赛事已上线译名（San Juan Capistrano S）；复核通过。,圣胡安卡皮斯特拉诺锦标,通过
391,united_states,CHICAGO S.,CHICAGO S.,history,Chicago S,芝加哥锦标,high,历史赛事已上线译名（Chicago S）；复核通过。,芝加哥锦标,通过
392,united_states,OHIO DERBY,OHIO DERBY,term,Ohio Derby,俄亥俄打吡,high,术语库已有译名（Ohio Derby）；复核通过。,俄亥俄打吡,通过
393,united_states,STEPHEN FOSTER S.,STEPHEN FOSTER S.,history,Stephen Foster S,史提芬·科士打锦标,high,历史赛事已上线译名（Stephen Foster S）；复核通过。,史提芬·科士打锦标,通过
394,united_states,FASIG-TIPTON FLEUR DE LIS S.,FASIG-TIPTON FLEUR DE LIS S.,needs_translation,,百合花锦标,low,base 剥离有误：Fasig-Tipton 为冠名应剔除；Fleur de Lis 意译百合花；低置信度复核：冠名/补充说明剥离及主体译名已修正；Fleur de Lis采用通行意译“鸢尾花”。,鸢尾花锦标,已修正
395,united_states,WISE DAN S.,WISE DAN S.,history,Wise Dan S,聪明丹锦标,high,历史赛事已上线译名（Wise Dan S）；复核通过。,聪明丹锦标,通过
396,united_states,BANGO S. (formerly KELLY'S LANDING S.),BANGO S. (formerly KELLY'S LANDING S.),needs_translation,,班戈锦标,low,Bango 性质不明（疑为冠名或马名）暂音译班戈；括号内原名 Kelly's Landing S. 不进中文名；低置信度复核通过：冠名/补充说明已正确剥离。,班戈锦标,通过
397,united_states,HANSHIN S. PRESENTED BY JRA,HANSHIN S. PRESENTED BY JRA,needs_translation,,阪神锦标,medium,剥离正确（Presented by JRA 已剔除）；Hanshin 为日文地名通行译名阪神，但赛名本身与 JRA 冠名关联密切故存疑；复核通过。,阪神锦标,通过
398,united_states,MAXFIELD S.,MAXFIELD S.,needs_translation,,麦克斯菲尔德锦标,medium,Maxfield 为名驹音译，S.→锦标；复核通过。,麦克斯菲尔德锦标,通过
399,united_states,SANFORD S.,SANFORD S.,history,Sanford S,桑福德锦标,high,历史赛事已上线译名（Sanford S）；复核通过。,桑福德锦标,通过
400,united_states,SUBURBAN S.,SUBURBAN S.,history,Suburban S,郊区锦标,high,历史赛事已上线译名（Suburban S）；复核通过。,郊区锦标,通过
401,united_states,BELMONT OAKS,BELMONT OAKS,needs_translation,,贝尔蒙特橡树,high,Belmont 通行译名贝尔蒙特，Oaks 从橡树译法；复核后修正；按HKJC既有译名统一。,贝蒙橡树大赛,已修正
402,united_states,BELMONT DERBY,BELMONT DERBY,needs_translation,,贝尔蒙特德比,high,Belmont 通行译名贝尔蒙特，Derby→德比；复核后修正；按HKJC既有译名统一。,贝蒙打吡,已修正
403,united_states,GREAT LADY M S.,GREAT LADY M S.,history,Great Lady M S,伟大M女士锦标,high,历史赛事已上线译名（Great Lady M S）；复核通过。,伟大M女士锦标,通过
404,united_states,KELSO S.,KELSO S.,history,Kelso S,Kelso锦标（Saratoga）,high,历史赛事已上线译名（Kelso S）；复核后修正；Kelso采用名马音译；删除数据库内部用于区分的Saratoga括注。,凯尔索锦标,已修正
405,united_states,VICTORY RIDE S.,VICTORY RIDE S.,history,Victory Ride S,胜利骑行锦标,high,历史赛事已上线译名（Victory Ride S）；复核通过。,胜利骑行锦标,通过
408,united_states,PRAIRIE MEADOWS CORNHUSKER H.,PRAIRIE MEADOWS CORNHUSKER H.,history,Prairie Meadows Cornhusker H,草原牧场玉米农锦标,high,历史赛事已上线译名（Prairie Meadows Cornhusker H）；复核通过。,草原牧场玉米农锦标,通过
409,united_states,CARESS S.,CARESS S.,history,Caress S,爱抚锦标,high,历史赛事已上线译名（Caress S）；复核通过。,爱抚锦标,通过
410,united_states,BOWLING GREEN S.,BOWLING GREEN S.,history,Bowling Green S,鲍灵格林锦标,high,历史赛事已上线译名（Bowling Green S）；复核通过。,鲍灵格林锦标,通过
411,united_states,WINSTAR MATCHMAKER S.,WINSTAR MATCHMAKER S.,needs_translation,,媒人锦标,low,base 剥离有误：WinStar 为冠名应剔除；Matchmaker 意译媒人；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,作媒锦标,已修正
415,united_states,NYRA BETS HASKELL S.,NYRA BETS HASKELL S.,needs_translation,,赫斯基锦标,low,base 剥离有误：NYRA Bets 为冠名应剔除；Haskell 音译赫斯基；低置信度复核通过：冠名/补充说明已正确剥离。,赫斯基锦标,通过
418,united_states,DUNKIN' DIANA S.,DUNKIN' DIANA S.,needs_translation,,戴安娜锦标,low,base 剥离有误：Dunkin' 为冠名应剔除；Diana 通行译名戴安娜；低置信度复核通过：冠名/补充说明已正确剥离。,戴安娜锦标,通过
420,united_states,QUICK CALL S.,QUICK CALL S.,history,Quick Call S,快速召唤锦标,high,历史赛事已上线译名（Quick Call S）；复核通过。,快速召唤锦标,通过
425,united_states,COACHING CLUB AMERICAN OAKS INVITATIONAL S.,COACHING CLUB AMERICAN OAKS INVITATIONAL S.,needs_translation,,教练俱乐部美国橡树锦标,medium,Coaching Club 为历史赛名组成部分非冠名，直译教练俱乐部；Invitational 按例省去；复核后修正；按HKJC既有译名统一。,美国橡树大赛,已修正
427,united_states,HONORABLE MISS S.,HONORABLE MISS S.,needs_translation,,尊贵小姐锦标,medium,Honorable Miss 意译尊贵小姐，S.→锦标；复核通过。,尊贵小姐锦标,通过
432,united_states,LAKE GEORGE S.,LAKE GEORGE S.,history,Lake George S,乔治湖锦标,high,历史赛事已上线译名（Lake George S）；复核通过。,乔治湖锦标,通过
433,united_states,JIM DANDY S.,JIM DANDY S.,history,Jim Dandy S,吉姆·丹迪锦标,high,历史赛事已上线译名（Jim Dandy S）；复核通过。,吉姆·丹迪锦标,通过
438,united_states,FASIG-TIPTON SARATOGA OAKS,FASIG-TIPTON SARATOGA OAKS,needs_translation,,萨拉托加橡树,low,base 剥离有误：Fasig-Tipton 为冠名应剔除；Saratoga 通行音译萨拉托加，Oaks→橡树；低置信度复核：冠名/补充说明剥离及主体译名已修正；Oaks统一采用“橡树大赛”。,沙拉托加橡树大赛,已修正
444,united_states,TEST S.,TEST S.,history,Test S,考验锦标,high,历史赛事已上线译名（Test S）；复核通过。,考验锦标,通过
445,united_states,SARATOGA DERBY,SARATOGA DERBY,needs_translation,,萨拉托加德比,high,Saratoga 通行音译萨拉托加，Derby→德比；复核后修正；Derby按既定赛事术语译为“打吡”。,沙拉托加打吡,已修正
450,united_states,CHRISTOPHE CLEMENT TURF S. (formerly SWORD DANCER S.),CHRISTOPHE CLEMENT TURF S. (formerly SWORD DANCER S.),needs_translation,,克里斯托夫·克莱芒草地锦标,medium,人名音译同 id 217，Turf→草地；括号内原名 Sword Dancer S. 不进中文名；历史旧名复核修正：当前赛事名为Christophe Clement Turf Stakes；Sword Dancer Stakes仅为括号内旧名。,克里斯托夫·克莱芒草地锦标,已修正
457,united_states,BALLSTON SPA S.,BALLSTON SPA S.,history,Ballston Spa S,巴尔斯顿温泉锦标,high,历史赛事已上线译名（Ballston Spa S）；复核通过。,巴尔斯顿温泉锦标,通过
458,united_states,ALABAMA S.,ALABAMA S.,history,Alabama S,阿拉巴马锦标,high,历史赛事已上线译名（Alabama S）；复核通过。,阿拉巴马锦标,通过
459,united_states,CAESARDS SPORTSBOOK DEL MAR DERBY,CAESARDS SPORTSBOOK DEL MAR DERBY,needs_translation,,德尔玛德比,low,base 剥离有误：Caesars Sportsbook（原文疑拼写有误作 Caesards）为冠名应剔除；Del Mar 音译德尔玛，Derby→德比；低置信度复核：冠名/补充说明剥离及主体译名已修正；按WPStud既有译名统一。,德尔马打吡,已修正
466,united_states,RESORTS WORLD CASINO BALLERINA S.,RESORTS WORLD CASINO BALLERINA S.,needs_translation,,芭蕾舞者锦标,low,base 剥离有误：Resorts World Casino 为冠名应剔除；Ballerina 意译芭蕾舞者；低置信度复核通过：冠名/补充说明已正确剥离。,芭蕾舞者锦标,通过
469,united_states,DRAFTKINGS TRAVERS S.,DRAFTKINGS TRAVERS S.,needs_translation,,特拉弗斯锦标,low,base 剥离有误：DraftKings 为冠名应剔除；Travers 音译特拉弗斯；低置信度复核：冠名/补充说明剥离及主体译名已修正；按HKJC既有译名统一。,卓华斯锦标,已修正
478,united_states,KENTUCKY TURF CUP INVITATIONAL S.,KENTUCKY TURF CUP INVITATIONAL S.,needs_translation,,肯塔基草地杯,medium,Kentucky Turf Cup 按 Cup→杯译肯塔基草地杯，Invitational 依飞马世界杯例省去；复核通过。,肯塔基草地杯,通过
479,united_states,KENTUCKY TURF SPRINT S.,KENTUCKY TURF SPRINT S.,needs_translation,,肯塔基草地短途锦标,high,Kentucky→肯塔基，Turf Sprint→草地短途，S.→锦标；复核通过。,肯塔基草地短途锦标,通过
483,united_states,SPENDTHRIFT HOPEFUL S.,SPENDTHRIFT HOPEFUL S.,needs_translation,,希望锦标,low,base 剥离有误：Spendthrift 为冠名应剔除；Hopeful 意译希望；低置信度复核通过：冠名/补充说明已正确剥离。,希望锦标,通过
485,united_states,LADIES MARATHON INVITATIONAL S.,LADIES MARATHON INVITATIONAL S.,needs_translation,,女士马拉松锦标,medium,Ladies→女士，Marathon 音译马拉松，Invitational 按例省去；复核通过。,女士马拉松锦标,通过
487,united_states,MINT MILLIONS INVITATIONAL S.,MINT MILLIONS INVITATIONAL S.,needs_translation,,薄荷百万锦标,low,Mint 疑与冠名关联（Mint 博彩品牌）但无法确认剥离边界，暂整体意译薄荷百万；低置信度复核通过：冠名/补充说明已正确剥离。,薄荷百万锦标,通过
489,united_states,OLD DOMINION DERBY,OLD DOMINION DERBY,needs_translation,,老自治领德比,medium,Old Dominion 为弗吉尼亚州别称通行译名老自治领，Derby→德比；复核后修正；Derby按既定赛事术语译为“打吡”。,老自治领打吡,已修正
503,united_states,GOODWOOD S.,GOODWOOD S.,needs_translation,,古德伍德锦标,medium,Goodwood 音译古德伍德（借英国赛场通行译名），S.→锦标；复核通过。,古德伍德锦标,通过
507,united_states,JOHN C. HARRIS S.,JOHN C. HARRIS S.,needs_translation,,约翰·C·哈里斯锦标,high,人名音译含中间名缩写（·C·），S.→锦标；复核通过。,约翰·C·哈里斯锦标,通过
513,united_states,DARLEY ALCIBIADES S.,DARLEY ALCIBIADES S.,needs_translation,,亚西比德锦标,low,base 剥离有误：Darley 为冠名应剔除；Alcibiades 从古希腊人名通行译法亚西比德；低置信度复核：冠名/补充说明剥离及主体译名已修正；补足Alcibiades音译。,阿尔西比亚德斯锦标,已修正
515,united_states,STOLL KEENON OGDEN PHOENIX S.,STOLL KEENON OGDEN PHOENIX S.,needs_translation,,凤凰锦标,low,base 剥离有误：Stoll Keenon Ogden（律所）为冠名应剔除；Phoenix 通行译名凤凰；低置信度复核通过：冠名/补充说明已正确剥离。,凤凰锦标,通过
519,united_states,MATRON S.,MATRON S.,series,Matron Stakes,Matron锦标（NYRA）,high,系列已有中文名，继承；复核后修正；Matron按赛事语义译为“主母”，删除NYRA内部区分括注。,主母锦标,已修正
526,united_states,CLAIBORNE BREEDERS' FUTURITY,CLAIBORNE BREEDERS' FUTURITY,needs_translation,,育马者未来锦标,low,base 剥离有误：Claiborne 为冠名应剔除；Breeders' Futurity 从育马者杯系列译法译育马者未来锦标；低置信度复核通过：冠名/补充说明已正确剥离。,育马者未来锦标,通过
527,united_states,FIRST LADY S.,FIRST LADY S.,series,First Lady Stakes,First Lady锦标（Keeneland）,high,系列已有中文名，继承；复核后修正；First Lady采用通行直译，删除Keeneland内部区分括注。,第一夫人锦标,已修正
529,united_states,COOLMORE TURF MILE S.,COOLMORE TURF MILE S.,needs_translation,,草地一哩锦标,low,base 剥离有误：Coolmore 为冠名应剔除；Turf Mile→草地一哩；低置信度复核通过：冠名/补充说明已正确剥离。,草地一哩锦标,通过
533,united_states,CASTLE & KEY BOURBON S.,CASTLE & KEY BOURBON S.,needs_translation,,波本锦标,low,base 剥离有误：Castle & Key（酒厂）为冠名应剔除；Bourbon 疑与冠名关联但保留于赛名，译波本；低置信度复核通过：冠名/补充说明已正确剥离。,波本锦标,通过
534,united_states,INDIAN SUMMER S.,INDIAN SUMMER S.,needs_translation,,印第安之夏锦标,medium,Indian Summer 直译印第安之夏，S.→锦标；复核通过。,印第安之夏锦标,通过
